requirement_id,requirement,deliverable_path,status,notes
C1-W2-R30,P05 private sankalpa,11-weekly-program-library/first-six-months/c1-w2-i-am-not-this-body/activities/v13-parent/P05-PRIVATE-NEXT-STEP-SANKALPA.md,PASS,
C1-W2-R31,project brief,11-weekly-program-library/first-six-months/c1-w2-i-am-not-this-body/project/V13-MODULE-PROJECT-BRIEF.md,PASS,
C1-W2-R32,Gamma master 15-18 slides full copy,11-weekly-program-library/first-six-months/c1-w2-i-am-not-this-body/gamma/V13-GAMMA-MASTER-DECK-PROMPT.md,PASS,17 slides
C1-W2-R33,Gamma parent 10-12,11-weekly-program-library/first-six-months/c1-w2-i-am-not-this-body/gamma/V13-GAMMA-PARENT-DECK-PROMPT.md,PASS,11 slides
C1-W2-R34,Gamma younger 8-10,11-weekly-program-library/first-six-months/c1-w2-i-am-not-this-body/gamma/V13-GAMMA-YOUNGER-DECK-PROMPT.md,PASS,9 slides
C1-W2-R35,Gamma older 10-12,11-weekly-program-library/first-six-months/c1-w2-i-am-not-this-body/gamma/V13-GAMMA-OLDER-DECK-PROMPT.md,PASS,11 slides
C1-W2-R36,Gamma source map,11-weekly-program-library/first-six-months/c1-w2-i-am-not-this-body/gamma/V13-GAMMA-SOURCE-MAP.yaml,PASS,
C1-W2-R37,visuals RIGHTS + prompt library,11-weekly-program-library/first-six-months/c1-w2-i-am-not-this-body/visuals/v13/RIGHTS.md,PASS,IMAGE-PROMPT-LIBRARY.md also
C1-W2-R38,Pillow PNG assets under visuals/v13,11-weekly-program-library/first-six-months/c1-w2-i-am-not-this-body/visuals/v13/,PASS,generated by scripts/v13/generate_c1_w2_assets.py
C1-W2-R39,printable Word builders C1_W2.py,scripts/v13/printables/C1_W2.py,PASS,DOCX/PDF deferred pending render_week.py
C1-W2-R40,Primary verse BG 2.13 confirmation,https://vedabase.io/en/library/bg/2/13/,PASS,Locked; KUTUMBA teaching meaning; no purport dump
C1-W2-R41,Do not teach body neglect,teacher guides + activities,PASS,Care/Self + Q&A boundaries
C1-W2-R42,Science does not prove soul,research/V13-SCIENCE-AND-APPLICATION.md,PASS,
C1-W2-R43,Do not modify C1-W1,N/A,PASS,No C1-W1 files touched
C1-W2-R44,Do not commit,N/A,PASS,Authoring only
C1-W2-R45,Final DOCX/PDF exports,exports/final/v13/C1/C1-W2/,GAP,Deferred until render_week.py complete per instructions
C1-W2-R46,Visual QA after raster,build-evidence/v13/C1-W2/VISUAL-QA.md,GAP,Requires rendered PDFs
